timestamp,Open,High,Low,Close
2022-02-03 14:00:00,97.051725,97.349481,96.520616,96.895
2022-02-03 15:00:00,96.895,99.003095,96.655393,98.33875
2022-02-03 16:00:00,98.354113,99.1325,97.366627,97.431528
2022-02-03 17:00:00,97.43125,98.085687,96.160092,97.749684
2022-02-03 18:00:00,97.75,98.0,96.908573,97.660099
2022-02-03 19:00:00,97.660302,97.818044,95.963698,96.954102
2022-02-03 20:00:00,96.950173,97.413294,95.935039,96.675524
2022-02-03 21:00:00,96.675,101.15951,96.575,100.662721
2022-02-03 22:00:00,100.667241,101.199249,99.769582,100.6642
2022-02-03 23:00:00,100.663125,102.166986,100.107864,101.631266
2022-02-04 00:00:00,101.631266,101.984793,100.371881,101.421093
2022-02-04 01:00:00,101.442218,101.5,100.553897,100.995
2022-02-04 02:00:00,100.990865,103.302199,100.806211,102.6075
2022-02-04 03:00:00,102.651595,103.860059,102.318076,102.43875
2022-02-04 04:00:00,102.43875,102.844138,101.803863,102.573137
2022-02-04 05:00:00,102.568592,105.579411,102.427203,104.992317
2022-02-04 06:00:00,105.00156,106.545674,104.975782,106.219764
2022-02-04 07:00:00,106.225664,106.871587,104.76125,104.772604
2022-02-04 08:00:00,104.768779,106.128246,104.768779,106.085739
2022-02-04 09:00:00,106.083339,106.565571,105.6775,106.270294
2022-02-04 10:00:00,106.271706,106.909836,104.584549,105.672722
2022-02-04 11:00:00,105.673379,105.872331,104.717148,104.945196
2022-02-04 12:00:00,104.94625,105.387354,103.844993,104.206961
2022-02-04 13:00:00,104.207126,104.873841,101.789305,102.460677
2022-02-04 14:00:00,102.455699,104.861703,102.114188,103.843603
2022-02-04 15:00:00,103.847152,109.797228,103.695674,107.209664
2022-02-04 16:00:00,107.185808,111.410467,107.049999,110.011845
2022-02-04 17:00:00,110.010991,110.338084,108.859109,109.745731
2022-02-04 18:00:00,109.726262,110.15248,108.160832,109.43125
2022-02-04 19:00:00,109.43125,110.762342,108.635683,110.522758
2022-02-04 20:00:00,110.713705,111.068821,110.00883,110.474028
2022-02-04 21:00:00,110.483683,110.978378,109.497279,110.794843
2022-02-04 22:00:00,110.792594,110.962048,109.409999,110.080136
2022-02-04 23:00:00,110.07985,112.835483,109.96292,112.425
2022-02-05 00:00:00,112.526662,113.007826,110.924061,111.55875
2022-02-05 01:00:00,111.55875,111.599948,110.32125,111.051906
2022-02-05 02:00:00,111.04625,111.806389,110.667104,111.52125
2022-02-05 03:00:00,111.520479,114.289244,111.431158,113.959056
2022-02-05 04:00:00,113.965792,115.974344,113.745753,115.932592
2022-02-05 05:00:00,115.92611,117.904318,115.246884,116.47125
2022-02-05 06:00:00,116.471206,118.668384,116.41875,116.90402
2022-02-05 07:00:00,116.909973,117.207383,115.438653,115.655943
2022-02-05 08:00:00,115.649413,116.887672,115.511588,116.05
2022-02-05 09:00:00,116.049558,116.388074,114.780271,115.625534
2022-02-05 10:00:00,115.625,115.973121,114.594,115.365091
2022-02-05 11:00:00,115.365493,115.770625,114.695705,115.091923
2022-02-05 12:00:00,115.095714,115.384963,114.345029,114.445803
2022-02-05 13:00:00,114.45168,115.27375,114.356586,115.27375
2022-02-05 14:00:00,115.274358,116.09816,114.534085,115.13368
2022-02-05 15:00:00,115.152525,117.244189,114.517117,116.09427
2022-02-05 16:00:00,116.093585,116.406664,112.49165,112.49165
2022-02-05 17:00:00,112.442957,114.891438,110.975764,114.137497
2022-02-05 18:00:00,114.144825,114.497104,112.496688,113.41916
2022-02-05 19:00:00,113.425643,113.935648,112.095566,113.502386
2022-02-05 20:00:00,113.509999,114.445726,112.95875,114.005438
2022-02-05 21:00:00,114.005718,114.495689,113.565166,114.25069
2022-02-05 22:00:00,114.2525,115.110168,114.022017,114.774911
2022-02-05 23:00:00,114.782254,115.801252,113.409358,113.88625
2022-02-06 00:00:00,113.88625,115.327255,113.74375,114.27875
2022-02-06 01:00:00,114.269972,115.803145,114.25375,115.335105
2022-02-06 02:00:00,115.324899,115.423574,114.338786,114.564409
2022-02-06 03:00:00,114.565742,115.342647,114.476987,114.5138
2022-02-06 04:00:00,114.505123,114.961453,112.299416,113.876543
2022-02-06 05:00:00,113.875967,114.003059,113.081858,113.39646
2022-02-06 06:00:00,113.397053,113.422008,112.343711,112.8
2022-02-06 07:00:00,112.8,114.461203,112.477634,114.436001
2022-02-06 08:00:00,114.432392,114.778253,113.656407,114.640217
2022-02-06 09:00:00,114.636827,115.855452,114.3415,115.73617
2022-02-06 10:00:00,115.739776,116.130281,114.620901,114.772385
2022-02-06 11:00:00,114.77625,115.108,114.003244,114.33875
2022-02-06 12:00:00,114.379216,115.04125,113.819887,114.207448
2022-02-06 13:00:00,114.327243,114.949999,113.899395,114.358318
2022-02-06 14:00:00,114.357987,115.834498,112.423969,112.955202
2022-02-06 15:00:00,112.976877,113.351547,111.779335,113.039554
2022-02-06 16:00:00,113.041677,113.84712,112.54171,113.763567
2022-02-06 17:00:00,113.765491,114.554152,113.48168,113.773094
2022-02-06 18:00:00,113.782823,113.951391,112.13625,112.351299
2022-02-06 19:00:00,112.356751,113.21625,112.156042,112.880108
2022-02-06 20:00:00,112.892607,113.31137,112.139779,112.577955
2022-02-06 21:00:00,112.577932,113.328636,112.296952,112.887451
2022-02-06 22:00:00,112.885494,113.100666,112.46937,112.79625
2022-02-06 23:00:00,112.79625,115.508407,112.515152,115.316491
2022-02-07 00:00:00,115.320298,115.69612,112.814404,113.755488
2022-02-07 01:00:00,113.756972,114.319193,113.051068,113.840469
2022-02-07 02:00:00,113.840408,115.873379,113.8175,115.003974
2022-02-07 03:00:00,115.013881,119.698734,114.941189,119.541857
2022-02-07 04:00:00,119.54,120.042584,118.4636,119.06169
2022-02-07 05:00:00,119.053315,119.240364,117.886679,118.185046
2022-02-07 06:00:00,118.18258,118.63875,117.869725,118.56138
2022-02-07 07:00:00,118.560579,118.70875,117.115318,117.332957
2022-02-07 08:00:00,117.33375,117.52064,116.085141,116.999032
2022-02-07 09:00:00,117.35171,117.35171,115.590647,116.480562
2022-02-07 10:00:00,116.5,116.935862,116.020952,116.91
